JSON Name,M,N,K,m,n,k
1x168x300w1-56-100,1,168,300,0,56,100
1x168x500w1-56-100,1,168,500,0,56,100
1x168x700w1-56-100,1,168,700,0,56,100
1x168x900w1-56-100,1,168,900,0,56,100
1x224x100w1-56-100,1,224,100,0,56,100
1x224x300w1-56-100,1,224,300,0,56,100
1x224x500w1-56-100,1,224,500,0,56,100
1x224x700w1-56-100,1,224,700,0,56,100
1x224x900w1-56-100,1,224,900,0,56,100
1x280x100w1-56-100,1,280,100,0,56,100
1x280x300w1-56-100,1,280,300,0,56,100
1x280x500w1-56-100,1,280,500,0,56,100
1x280x700w1-56-100,1,280,700,0,56,100
1x280x900w1-56-100,1,280,900,0,56,100
1x336x100w1-56-100,1,336,100,0,56,100
1x336x300w1-56-100,1,336,300,0,56,100
1x336x500w1-56-100,1,336,500,0,56,100
1x336x700w1-56-100,1,336,700,0,56,100
1x336x900w1-56-100,1,336,900,0,56,100
1x392x100w1-56-100,1,392,100,0,56,100
1x392x300w1-56-100,1,392,300,0,56,100
1x392x500w1-56-100,1,392,500,0,56,100
1x392x700w1-56-100,1,392,700,0,56,100
1x392x900w1-56-100,1,392,900,0,56,100
1x448x100w1-56-100,1,448,100,0,56,100
1x448x300w1-56-100,1,448,300,0,56,100
1x448x500w1-56-100,1,448,500,0,56,100
1x448x700w1-56-100,1,448,700,0,56,100
1x448x900w1-56-100,1,448,900,0,56,100
1x504x100w1-56-100,1,504,100,0,56,100
1x504x300w1-56-100,1,504,300,0,56,100
1x504x500w1-56-100,1,504,500,0,56,100
1x504x700w1-56-100,1,504,700,0,56,100
1x504x900w1-56-100,1,504,900,0,56,100
1x56x105w1-56-105,1,56,105,0,56,105
1x56x315w1-56-105,1,56,315,0,56,105
1x56x525w1-56-105,1,56,525,0,56,105
1x56x735w1-56-105,1,56,735,0,56,105
1x56x945w1-56-105,1,56,945,0,56,105
1x112x105w1-56-105,1,112,105,0,56,105
1x112x315w1-56-105,1,112,315,0,56,105
1x112x525w1-56-105,1,112,525,0,56,105
1x112x735w1-56-105,1,112,735,0,56,105
1x112x945w1-56-105,1,112,945,0,56,105
1x168x105w1-56-105,1,168,105,0,56,105
1x168x315w1-56-105,1,168,315,0,56,105
1x168x525w1-56-105,1,168,525,0,56,105
1x168x735w1-56-105,1,168,735,0,56,105
1x168x945w1-56-105,1,168,945,0,56,105
1x224x105w1-56-105,1,224,105,0,56,105
1x224x315w1-56-105,1,224,315,0,56,105
1x224x525w1-56-105,1,224,525,0,56,105
1x224x735w1-56-105,1,224,735,0,56,105
1x224x945w1-56-105,1,224,945,0,56,105
1x280x105w1-56-105,1,280,105,0,56,105
1x280x315w1-56-105,1,280,315,0,56,105
1x280x525w1-56-105,1,280,525,0,56,105
1x280x735w1-56-105,1,280,735,0,56,105
1x280x945w1-56-105,1,280,945,0,56,105
1x336x105w1-56-105,1,336,105,0,56,105
1x336x315w1-56-105,1,336,315,0,56,105
1x336x525w1-56-105,1,336,525,0,56,105
1x336x735w1-56-105,1,336,735,0,56,105
1x336x945w1-56-105,1,336,945,0,56,105
1x392x105w1-56-105,1,392,105,0,56,105
1x392x315w1-56-105,1,392,315,0,56,105
1x392x525w1-56-105,1,392,525,0,56,105
1x392x735w1-56-105,1,392,735,0,56,105
1x392x945w1-56-105,1,392,945,0,56,105
1x448x105w1-56-105,1,448,105,0,56,105
1x448x315w1-56-105,1,448,315,0,56,105
1x448x525w1-56-105,1,448,525,0,56,105
1x448x735w1-56-105,1,448,735,0,56,105
1x448x945w1-56-105,1,448,945,0,56,105
1x504x105w1-56-105,1,504,105,0,56,105
1x504x315w1-56-105,1,504,315,0,56,105
1x504x525w1-56-105,1,504,525,0,56,105
1x504x735w1-56-105,1,504,735,0,56,105
1x504x945w1-56-105,1,504,945,0,56,105
